Transaction_ID,Vendor_Name,Award_Amount,Award_Agency,Award_Date,Award_Type,Performance_Country,Performance_State,Log_Award_Amount,Award_Agency_Code,Award_Type_Code,Performance_Country_Code,Performance_State_Code,Cluster,PCA1,PCA2,Anomaly
TRX00035,"Payne, Mills and Mccoy",3760779.46,Department of Transportation,2021-10-30,Fixed-Price Contract,MEX,NC,15.140137062975516,5,1,1,4,1,-0.3243732815612348,0.7191105954990719,Normal
TRX00036,"Harris, Ritter and Cardenas",630084.28,Department of Defense,2021-03-12,Time-and-Materials Contract,MEX,PA,13.353610454286056,1,3,1,7,3,0.3772445314316724,-0.4806621824727862,Normal
TRX00037,"Lopez, Mckinney and Phillips",981292.29,Department of Education,2021-06-16,Indefinite Delivery Contract,USA,PA,13.796626664303073,2,2,2,7,3,0.5883846041885065,0.4228662818283187,Normal
TRX00038,Perry Ltd,4926943.34,Department of Agriculture,2023-01-29,Time-and-Materials Contract,MEX,NY,15.410229544527034,0,3,1,5,3,1.7008787273444468,-0.1439896845769631,Normal
TRX00039,Wilson Inc,4248926.04,Department of Energy,2022-06-04,Indefinite Delivery Contract,USA,FL,15.26217704785044,3,2,2,1,3,1.5958131198966217,0.1159773088157595,Normal
TRX00040,Hall and Sons,2036626.89,Department of Defense,2022-03-05,Cost-Reimbursement Contract,USA,PA,14.52680600301855,1,0,2,7,3,0.2947465014929272,0.485481540462171,Normal
TRX00041,"Harris, Gray and Cooper",3542141.22,Department of Transportation,2021-08-05,Fixed-Price Contract,USA,CA,15.080242248975066,5,1,2,0,1,0.7305137936466194,0.2919273867630192,Normal
TRX00042,Garner-Rodriguez,3698445.44,Department of Energy,2022-02-28,Time-and-Materials Contract,USA,VA,15.123423408358628,3,3,2,9,3,1.1451521522396613,1.779565129021836,Normal
TRX00043,Johnson-Miller,417009.63,Department of Health and Human Services,2024-03-22,Time-and-Materials Contract,USA,VA,12.940866992062748,4,3,2,9,1,-0.0298234635642182,0.9535213191713792,Normal
TRX00044,Martinez Ltd,822445.64,Department of Energy,2024-02-26,Time-and-Materials Contract,CAN,MI,13.620038884137228,3,3,0,3,0,-0.2438787090659163,-1.1577416140688837,Normal
TRX00045,Pearson-Chan,149179.18,Department of Defense,2023-07-02,Cost-Reimbursement Contract,USA,MI,11.912910116104484,1,0,2,3,3,-0.4267052104040217,-1.659198922537746,Anomaly
TRX00046,White-Barber,4559718.67,Department of Agriculture,2022-09-24,Fixed-Price Contract,MEX,MI,15.332771703723656,0,1,1,3,3,1.0282615235973844,-0.6559386900723655,Normal
TRX00047,Carroll Ltd,2318413.93,Department of Energy,2022-05-26,Cost-Reimbursement Contract,USA,FL,14.656394290313878,3,0,2,1,1,0.492345966491986,-0.2295564590882249,Normal
TRX00048,"Juarez, May and Sullivan",3856792.12,Department of Energy,2023-03-31,Cost-Reimbursement Contract,MEX,MI,15.16534659820969,3,0,1,3,2,-0.1658801755540003,-0.007916369747529,Normal
TRX00049,Holt Inc,1833571.01,Department of Energy,2021-03-07,Time-and-Materials Contract,MEX,NY,14.42177654033369,3,3,1,5,0,0.5737103674505848,0.1220119528691051,Normal
TRX00050,"Hensley, Miller and Clark",4783514.41,Department of Transportation,2023-01-09,Indefinite Delivery Contract,USA,NY,15.38068627558571,5,2,2,5,1,0.7737495444457209,1.5315019455289702,Normal
TRX00051,Anderson-Gonzalez,2767974.55,NASA,2022-01-27,Time-and-Materials Contract,MEX,NC,14.8336267625882,6,3,1,4,0,0.1519984993788939,0.865626294605692,Normal
TRX00052,"Gomez, Khan and Huerta",1532922.22,Department of Education,2023-06-16,Fixed-Price Contract,MEX,PA,14.242687071798622,2,1,1,7,2,-0.3150834802793539,0.1630014230527937,Normal
TRX00053,Williams PLC,4905735.0,Department of Health and Human Services,2021-08-22,Time-and-Materials Contract,CAN,NC,15.40591569069348,4,3,0,4,0,0.1912913872771608,0.1887105507930852,Normal
TRX00054,Powell-Strickland,4061003.17,Department of Health and Human Services,2022-03-10,Time-and-Materials Contract,USA,CA,15.216940833508588,4,3,2,0,1,1.8652712933882056,0.1546055976629381,Normal
TRX00055,Lee PLC,4930899.15,NASA,2022-10-29,Fixed-Price Contract,CAN,PA,15.411032115558935,6,1,0,7,2,-1.4203770345337556,1.288151159655167,Normal
TRX00056,Garrett-Allen,2586388.89,Department of Defense,2022-12-21,Indefinite Delivery Contract,CAN,VA,14.765773596477583,1,2,0,9,0,-0.3125084367790471,0.163565623163116,Normal
TRX00057,Park-Powell,685271.39,Department of Education,2022-03-10,Fixed-Price Contract,MEX,MI,13.437571687837735,2,1,1,3,2,-0.2563858667831959,-1.0888311688409644,Normal
TRX00058,Rhodes-Cline,1280506.47,Department of Health and Human Services,2021-03-25,Cost-Reimbursement Contract,MEX,MI,14.062767018263427,4,0,1,3,2,-0.8750484703796163,-0.3008634231897923,Normal
TRX00059,"Chapman, Sutton and Davis",2136484.36,NASA,2021-04-25,Fixed-Price Contract,USA,TX,14.574672681714164,6,1,2,8,1,-0.5330643285506291,2.002500810331308,Normal
TRX00060,"Stephens, Bruce and Cardenas",4913919.96,Department of Health and Human Services,2022-11-28,Time-and-Materials Contract,USA,OH,15.407582747277818,4,3,2,6,1,1.3385667972873927,1.5303288906282375,Normal
TRX00061,"Moody, Johnson and Walker",1091698.39,Department of Energy,2023-05-08,Cost-Reimbursement Contract,CAN,GA,13.90324611350664,3,0,0,2,2,-1.2835178648457872,-1.3013104885239604,Normal
TRX00062,Jimenez-Keller,4920050.33,Department of Education,2021-03-16,Cost-Reimbursement Contract,CAN,VA,15.408829521340898,2,0,0,9,2,-1.1109482056047104,0.6857888154813935,Normal
TRX00063,Berry-Rivers,4519424.15,Department of Education,2022-06-29,Indefinite Delivery Contract,MEX,CA,15.323895364516911,2,2,1,0,3,1.2827669285565626,-0.7752619407937084,Normal
TRX00064,"Simpson, Hawkins and Cooke",2139445.51,Department of Transportation,2023-11-07,Indefinite Delivery Contract,MEX,PA,14.576057713357978,5,2,1,7,1,-0.4510402176763383,1.1047339602023885,Normal
TRX00065,Roberts Group,3008506.12,Department of Agriculture,2021-02-14,Fixed-Price Contract,CAN,PA,14.91695454026763,0,1,0,7,2,-0.2318059909662433,-0.4635758067645498,Normal
TRX00066,Madden-Leblanc,3911700.29,Department of Transportation,2024-01-20,Fixed-Price Contract,MEX,VA,15.17948294985951,5,1,1,9,1,-0.8148451683352489,1.8065481944215824,Normal
TRX00067,Willis Group,2550821.84,Department of Agriculture,2023-07-18,Time-and-Materials Contract,CAN,NY,14.751926547436796,0,3,0,5,0,0.7421778861308048,-0.9257349288564752,Normal
TRX00068,Snyder and Sons,3079778.89,Department of Energy,2021-11-03,Fixed-Price Contract,USA,MI,14.940368688110349,3,1,2,3,1,0.832943515035373,0.3610789428430145,Normal
TRX00069,Singh-Robinson,4694850.81,Department of Agriculture,2023-01-03,Fixed-Price Contract,USA,NC,15.361977106761085,0,1,2,4,3,1.6141363678830891,0.0288753676269157,Normal
TRX00070,Gray Group,3416276.6,Department of Education,2021-02-24,Fixed-Price Contract,USA,GA,15.044062095225808,2,1,2,2,3,1.2127683421073088,-0.052646039352021,Normal
TRX00071,Murray PLC,4486741.36,Department of Agriculture,2022-11-01,Time-and-Materials Contract,CAN,VA,15.31663746409852,0,3,0,9,0,0.579790862737361,0.2074295236571758,Normal
TRX00072,Henderson-Ortega,261447.91,Department of Defense,2023-05-11,Indefinite Delivery Contract,CAN,TX,12.473994170550403,1,2,0,8,0,-1.199492700395811,-1.1813026926253174,Normal
TRX00073,Carter LLC,2846139.26,NASA,2022-09-16,Indefinite Delivery Contract,CAN,NY,14.861474339622054,6,2,0,5,0,-1.0333383841796415,0.6129269110138356,Normal
TRX00074,"Giles, Hoover and Spencer",1022506.02,Department of Education,2021-03-11,Cost-Reimbursement Contract,USA,GA,13.8377680324012,2,0,2,2,3,0.2713860527092471,-0.6713493771160437,Normal
TRX00075,"Hobbs, Johnson and Nguyen",468904.06,Department of Transportation,2023-06-15,Indefinite Delivery Contract,CAN,OH,13.05815559623293,5,2,0,6,0,-1.6790083039635877,-0.3149286265062031,Normal
TRX00076,"Mcdaniel, Riddle and Cunningham",2631820.93,Department of Health and Human Services,2023-05-05,Cost-Reimbursement Contract,USA,GA,14.783186913363512,4,0,2,2,1,0.2119326051298213,0.2979407364940201,Normal
TRX00077,"Wolfe, Mckinney and Boyer",2771690.24,Department of Agriculture,2022-01-24,Fixed-Price Contract,MEX,CA,14.834968247806744,0,1,1,0,3,1.118018108940282,-1.542473222420247,Normal
TRX00078,Phillips Ltd,3290155.33,Department of Energy,2021-03-26,Fixed-Price Contract,MEX,VA,15.006445638329996,3,1,1,9,2,-0.4222540297229691,1.218520063027587,Normal
TRX00079,"Brooks, Carter and Johnson",438319.08,Department of Transportation,2022-10-31,Cost-Reimbursement Contract,CAN,NC,12.990704698727338,5,0,0,4,2,-2.3473093897238253,-0.8219380177116902,Normal
TRX00080,Sanders and Sons,2165064.32,Department of Agriculture,2022-10-31,Indefinite Delivery Contract,CAN,GA,14.587961089864288,0,2,0,2,0,0.5548301232495806,-1.6707348210644963,Normal
TRX00081,"Lee, Pugh and Burgess",3689483.18,Department of Transportation,2021-08-14,Fixed-Price Contract,CAN,NC,15.120997217627483,5,1,0,4,2,-1.0073951773010144,0.2528682319675525,Normal
TRX00082,Ballard-Davis,2858514.69,Department of Agriculture,2021-04-08,Time-and-Materials Contract,USA,VA,14.865813058563877,0,3,2,9,3,1.7348780289667036,0.8984833251015997,Normal
TRX00083,Taylor-Brown,4897501.61,Department of Agriculture,2021-11-25,Fixed-Price Contract,CAN,NY,15.404235961725652,0,1,0,5,2,0.1813413932897164,-0.6502508809250553,Normal
TRX00084,Rodriguez Inc,3453456.7,Department of Defense,2024-01-11,Fixed-Price Contract,USA,OH,15.054886518992545,1,1,2,6,3,1.0450953792342352,0.5558028456937358,Normal
TRX00085,Lloyd Group,3528631.06,Department of Defense,2023-06-11,Cost-Reimbursement Contract,USA,FL,15.076420835391218,1,0,2,1,3,1.1407328563805874,-0.5248371836316365,Normal
TRX00086,Duffy Group,3423736.17,Department of Health and Human Services,2023-11-20,Time-and-Materials Contract,MEX,CA,15.046243252199355,4,3,1,0,0,1.1168806780745522,-0.3864484976855122,Normal
TRX00087,"Castillo, Roth and Allen",4383893.09,Department of Education,2023-03-06,Indefinite Delivery Contract,MEX,CA,15.293447949015253,2,2,1,0,3,1.2696345829652649,-0.7902913542946588,Normal
TRX00088,"Rowe, Wilson and Moreno",957853.9,Department of Transportation,2024-01-22,Cost-Reimbursement Contract,USA,MI,13.772451584103694,5,0,2,3,1,-0.5591105828813497,0.2639328689218265,Normal
TRX00089,Young-Crane,333610.05,Department of Energy,2024-01-28,Indefinite Delivery Contract,MEX,VA,12.717731072419356,3,2,1,9,0,-0.9883120402945011,0.1120218030471116,Normal
TRX00090,Hunt-Jimenez,4354181.79,Department of Defense,2022-11-28,Cost-Reimbursement Contract,MEX,NC,15.286647501980845,1,0,1,4,2,0.2521742126888583,-0.237050508747129,Normal
TRX00091,"Norman, Brooks and Hunt",835840.35,Department of Defense,2022-01-18,Cost-Reimbursement Contract,MEX,TX,13.636194101330444,1,0,1,8,2,-0.8656404841919921,-0.1973325753845385,Normal
TRX00092,"Taylor, Garcia and Mitchell",1319945.02,Department of Agriculture,2023-07-03,Fixed-Price Contract,MEX,CA,14.09310139978698,0,1,1,0,3,0.7980417933678934,-1.9086725676792384,Normal
TRX00093,Wheeler-Hall,2146441.96,Department of Agriculture,2022-06-10,Cost-Reimbursement Contract,USA,FL,14.57932259280194,0,0,2,1,3,1.1599403892122306,-1.021521009101807,Normal
TRX00094,"Jordan, Jones and Smith",1389519.68,Department of Energy,2023-06-11,Cost-Reimbursement Contract,USA,NC,14.1444694111054,3,0,2,4,1,-0.0329188953898534,0.1585572903397023,Normal
TRX00095,"Charles, Williams and Smith",4767029.52,Department of Health and Human Services,2022-08-23,Cost-Reimbursement Contract,USA,VA,15.377234136515954,4,0,2,9,1,-0.2422666593353223,2.086395578483909,Normal
TRX00096,"Knapp, Wilson and Ramos",1398903.12,Department of Education,2022-07-21,Indefinite Delivery Contract,MEX,MI,14.15119971663139,2,2,1,3,3,0.4725034896880591,-0.7133169957835874,Normal
TRX00097,"Aguilar, Hayes and Morrow",1170182.67,Department of Defense,2021-10-16,Fixed-Price Contract,MEX,CA,13.972671277359394,1,1,1,0,3,0.5124866652407224,-1.7168122877707184,Normal
TRX00098,Jarvis PLC,4054086.31,Department of Health and Human Services,2022-03-17,Time-and-Materials Contract,USA,MI,15.215236142515993,4,3,2,3,1,1.5600706875002124,0.7945735704751651,Normal
TRX00099,Johnson-Santiago,3324341.71,Department of Health and Human Services,2021-05-18,Indefinite Delivery Contract,MEX,NY,15.01678253132758,4,2,1,5,0,0.1756388615924503,0.6437708364323582,Normal
TRX00100,Hernandez-Martin,996549.19,Department of Health and Human Services,2023-04-28,Indefinite Delivery Contract,USA,PA,13.812054783648636,4,2,2,7,1,0.1278146783451013,0.9330955694828726,Normal
TRX00101,"Williams, Rodriguez and Weiss",835602.17,Department of Education,2021-09-15,Indefinite Delivery Contract,USA,VA,13.63590910233854,2,2,2,9,3,0.3160882376572822,0.7707393820914527,Normal
TRX00102,"Woods, Barnes and Hill",928705.55,Department of Transportation,2022-08-14,Indefinite Delivery Contract,MEX,PA,13.74154809060883,5,2,1,7,1,-0.8109745038757159,0.6928044093958213,Normal
TRX00103,Dunn-Byrd,1684105.2,Department of Agriculture,2022-06-30,Cost-Reimbursement Contract,USA,NC,14.336745535928967,0,0,2,4,3,0.7508485630017002,-0.5004521391566602,Normal
TRX00104,Washington-Humphrey,3517768.48,Department of Transportation,2023-07-17,Indefinite Delivery Contract,USA,VA,15.073337676265757,5,2,2,9,1,0.2352325030733317,2.2342015179475148,Normal
TRX00105,Lowe-Miranda,1416645.81,Department of Defense,2022-03-17,Cost-Reimbursement Contract,MEX,CA,14.16380323566367,1,0,1,0,2,0.1738314429967524,-1.6457200168601762,Normal
TRX00106,Wilson-Caldwell,2193834.64,Department of Education,2023-12-16,Indefinite Delivery Contract,USA,FL,14.601162003610982,2,2,2,1,3,1.5443213157887106,-0.4616189143460847,Normal
TRX00107,Joseph-Bennett,191017.97,Department of Defense,2021-05-16,Fixed-Price Contract,CAN,CA,12.160128021468651,1,1,0,0,2,-0.9440522264022416,-3.0683121021224227,Anomaly
TRX00108,"Mitchell, Hall and Duncan",2705973.18,Department of Education,2023-12-22,Cost-Reimbursement Contract,CAN,OH,14.810972545908294,2,0,0,6,2,-1.0643459364576866,-0.2501340045832184,Normal
TRX00109,"Smith, Brooks and Rodriguez",2847752.8,Department of Agriculture,2023-04-20,Indefinite Delivery Contract,MEX,TX,14.862041101148066,0,2,1,8,3,0.7388801515683471,0.2029696547467659,Normal
TRX00110,Greene Group,1307238.52,Department of Health and Human Services,2021-11-07,Indefinite Delivery Contract,CAN,OH,14.08342823518902,4,2,0,6,0,-1.003183445648493,-0.0601417243769994,Normal
TRX00111,Middleton LLC,1829618.55,Department of Agriculture,2022-03-24,Cost-Reimbursement Contract,USA,TX,14.419618607029337,0,0,2,8,3,0.3806389378332916,0.3948681449101079,Normal
TRX00112,Martinez Group,2940407.29,Department of Agriculture,2022-04-28,Fixed-Price Contract,MEX,OH,14.894059003822402,0,1,1,6,3,0.534573977041444,-0.2316860402489655,Normal
TRX00113,Davidson-Williams,899902.97,Department of Energy,2023-08-22,Cost-Reimbursement Contract,USA,MI,13.710043336613598,3,0,2,3,1,-0.11880376536922,-0.2694866882704936,Normal
TRX00114,Hayes-Bowers,2959389.75,Department of Health and Human Services,2022-12-08,Cost-Reimbursement Contract,MEX,CA,14.900493977412111,4,0,1,0,2,-0.2092611556838317,-0.528155175143933,Normal
TRX00115,Brown and Sons,1191041.4,Department of Energy,2023-03-17,Time-and-Materials Contract,MEX,FL,13.990339448039611,3,3,1,1,0,0.7935800339857593,-0.9453660484048578,Normal
TRX00116,Nelson PLC,3798595.99,Department of Transportation,2021-11-02,Time-and-Materials Contract,USA,VA,15.15014234336276,5,3,2,9,1,0.6894520943569006,2.2953677743653667,Normal
TRX00117,Roberts Group,3318993.69,Department of Defense,2021-05-05,Time-and-Materials Contract,CAN,NC,15.01517249082135,1,3,0,4,0,0.7235954248114699,-0.7580881168216734,Normal
TRX00118,White-Williamson,348624.02,Department of Defense,2024-03-05,Fixed-Price Contract,USA,TX,12.761752182298022,1,1,2,8,3,-0.1469386257480872,-0.1489248392242037,Normal
TRX00119,Peterson LLC,1317773.44,Department of Agriculture,2021-05-01,Time-and-Materials Contract,USA,NC,14.091454841310783,0,3,2,4,3,1.9083300381177275,-0.5517701010234742,Normal
TRX00120,"Crawford, Wu and Rodriguez",3738127.39,Department of Agriculture,2022-04-28,Time-and-Materials Contract,MEX,VA,15.134095613652308,0,3,1,9,3,1.175824957214839,0.574118031739142,Normal
TRX00121,Lewis-Garcia,2804966.28,Department of Education,2022-10-26,Cost-Reimbursement Contract,CAN,TX,14.846902431986765,2,0,0,8,2,-1.2518258348323008,0.1948079523250382,Normal
TRX00122,Bentley LLC,4300176.76,NASA,2021-03-09,Fixed-Price Contract,USA,VA,15.27416691934422,6,1,2,9,1,-0.3328522926614848,2.5613873896714487,Normal
TRX00123,Estrada-Lowery,3778979.18,NASA,2023-11-13,Fixed-Price Contract,MEX,CA,15.144964737544122,6,1,1,0,1,-0.1499493757532018,0.1183878788049961,Normal
TRX00124,Ford-Harris,3984081.88,Department of Transportation,2022-05-17,Time-and-Materials Contract,CAN,NC,15.197817700683093,5,3,0,4,0,-0.1320759727055109,0.3372963323266373,Normal
TRX00125,Tapia Ltd,4553641.68,Department of Health and Human Services,2021-05-04,Indefinite Delivery Contract,USA,NY,15.331438059637682,4,2,2,5,1,0.9861203138287372,1.2558852656901385,Normal
TRX00126,"Fowler, Patton and Thomas",490133.06,Department of Health and Human Services,2021-02-14,Cost-Reimbursement Contract,USA,FL,13.102434224504124,4,0,2,1,1,-0.4115082954629052,-0.7453133588352693,Normal
TRX00127,Garner Inc,4474832.88,Department of Education,2022-03-23,Fixed-Price Contract,USA,FL,15.313979787214352,2,1,2,1,3,1.4306756201344744,-0.1330127672388059,Normal
TRX00128,"Murphy, Reyes and Alexander",474658.52,Department of Agriculture,2023-03-04,Cost-Reimbursement Contract,MEX,CA,13.070353025992828,0,0,1,0,2,-0.0641749780239017,-2.436774321981922,Anomaly
TRX00129,Mason Group,719029.1,Department of Health and Human Services,2022-01-13,Indefinite Delivery Contract,MEX,OH,13.485658499526506,4,2,1,6,0,-0.5862422560353762,0.1015825369464507,Normal
TRX00130,"Randall, Jacobs and Powell",3381109.37,Department of Transportation,2022-08-27,Time-and-Materials Contract,CAN,NY,15.033714725345323,5,3,0,5,0,-0.3043440592017064,0.4698951825406446,Normal
TRX00131,Bright PLC,2349079.24,Department of Transportation,2021-05-29,Time-and-Materials Contract,USA,NY,14.669534422274324,5,3,2,5,1,0.8881137763686321,1.203718132758103,Normal
TRX00132,Moore Ltd,3836464.49,Department of Defense,2021-01-25,Fixed-Price Contract,MEX,NY,15.160062055381504,1,1,1,5,3,0.5171806904610547,-0.0626782680755313,Normal
TRX00133,Nolan and Sons,1997308.87,Department of Defense,2021-08-31,Indefinite Delivery Contract,MEX,MI,14.50731176811231,1,2,1,3,3,0.8597111387585431,-0.7888402694772034,Normal
TRX00134,Grant-Floyd,145846.63,Department of Agriculture,2021-04-27,Cost-Reimbursement Contract,MEX,OH,11.890317725592364,0,0,1,6,2,-1.1820694511397811,-1.7376429265116669,Anomaly
TRX00135,Underwood-Abbott,1608491.22,Department of Education,2021-07-08,Indefinite Delivery Contract,USA,GA,14.290807788845044,2,2,2,2,3,1.3089732670795735,-0.4012124100562406,Normal
TRX00136,Hickman-Schneider,1256172.88,Department of Agriculture,2024-02-25,Fixed-Price Contract,USA,VA,14.043581055918866,0,1,2,9,3,0.5380536482603009,0.4461061633297095,Normal
TRX00137,"Black, Cook and Robinson",2354704.13,Department of Energy,2023-08-21,Fixed-Price Contract,MEX,MI,14.671926067402122,3,1,1,3,2,0.04239425945379,-0.228223931279915,Normal
TRX00138,"Lee, Harmon and Perkins",4358314.4,Department of Agriculture,2023-09-05,Indefinite Delivery Contract,MEX,VA,15.287596164515932,0,2,1,9,3,0.8209388451086194,0.626634736424121,Normal
TRX00139,Jones-Thompson,4411933.65,Department of Health and Human Services,2022-08-25,Time-and-Materials Contract,USA,NC,15.299823847369131,4,3,2,4,1,1.4950659566548117,1.0499307896620065,Normal
TRX00140,Weber-Brooks,2575610.72,Department of Defense,2021-07-02,Cost-Reimbursement Contract,MEX,NC,14.761597625031836,1,0,1,4,2,0.025713729158256,-0.4962249437286454,Normal
TRX00141,"Johnson, Russo and Snyder",1151537.74,Department of Defense,2023-07-09,Indefinite Delivery Contract,CAN,PA,13.956609640751212,1,2,0,7,0,-0.4585339232877151,-0.663059126004733,Normal
